,tiempo,temp,temp_s,clft,sp
0,0.0,23.314,23.294,0.0,23.4
1,1.0012788772583008,23.314,23.292,0.0,23.4
2,2.002517938613892,23.167,23.29,0.0,23.4
3,3.003737449645996,23.314,23.289,0.0,23.4
4,4.004964351654053,23.412,23.287,0.0,23.4
5,5.006174564361572,23.216,23.286,0.0,23.4
6,6.007225036621094,23.363,23.284,0.0,23.4
7,7.008427143096924,23.216,23.283,0.0,23.4
8,8.009716749191284,23.314,23.282,0.0,23.4
9,9.01103377342224,23.265,23.28,0.0,23.4
10,10.012279987335203,23.167,23.279,0.0,23.4
11,11.013513565063477,23.167,23.278,0.0,23.4
12,12.014728307724,23.118,23.277,0.0,23.4
13,13.015954971313477,23.363,23.276,0.0,23.4
14,14.017197847366331,23.314,23.275,0.0,23.4
15,15.018425703048706,23.314,23.274,0.0,23.4
16,16.01924180984497,23.069,23.273,0.0,23.4
17,17.020471811294556,23.265,23.272,0.0,23.4
18,18.02172493934632,23.314,23.272,0.0,23.4
19,19.02311515808105,23.314,23.271,0.0,23.4
20,20.024352550506592,23.314,23.27,0.0,23.4
21,21.02560067176819,23.363,23.27,0.0,23.4
22,22.026849031448364,23.46,23.269,0.0,23.4
23,23.02807331085205,23.167,23.269,0.0,23.4
24,24.02929973602295,23.216,23.268,0.0,23.4
25,25.03051209449768,23.265,23.268,0.0,23.4
26,26.0312340259552,23.412,23.267,0.0,23.4
27,27.032463550567627,23.069,23.267,0.0,23.4
28,28.03353810310364,23.265,23.267,0.0,23.4
29,29.03479170799256,23.265,23.266,0.0,23.4
30,30.03604435920716,23.412,23.266,0.0,23.4
31,31.037322282791138,23.314,23.266,0.0,23.4
32,32.03858184814453,23.265,23.266,0.0,23.4
33,33.03922939300537,23.314,23.266,0.0,23.4
34,34.04048275947571,23.314,23.265,0.0,23.4
35,35.041760206222534,23.216,23.265,0.0,23.4
36,36.04309415817261,23.216,23.265,0.0,23.4
37,37.044339418411255,23.265,23.265,0.0,23.4
38,38.045607566833496,23.363,23.265,0.0,23.4
39,39.04683542251587,23.314,23.265,0.0,23.4
40,40.04715180397034,23.265,23.265,0.0,23.4
41,41.04842686653137,23.265,23.266,0.0,23.4
42,42.04965829849243,23.314,23.266,0.0,23.4
43,43.05093669891357,23.314,23.266,0.0,23.4
44,44.052225828170776,23.167,23.266,0.0,23.4
45,45.05344200134277,23.216,23.266,0.0,23.4
46,46.05465865135193,23.265,23.267,0.0,23.4
47,47.05509972572327,23.412,23.267,0.0,23.4
48,48.056349754333496,23.265,23.267,0.0,23.4
49,49.05759143829346,23.363,23.267,0.0,23.4
50,50.05879330635071,23.265,23.268,0.0,23.4
51,51.060086727142334,23.216,23.268,0.0,23.4
52,52.06133460998535,23.314,23.269,0.0,23.4
53,53.06261324882507,23.363,23.269,0.0,23.4
54,54.06318402290344,23.314,23.269,0.0,23.4
55,55.06444072723389,23.118,23.27,0.0,23.4
56,56.06568479537964,23.216,23.27,0.0,23.4
57,57.06694316864014,23.069,23.271,0.0,23.4
58,58.06822395324707,23.363,23.271,0.0,23.4
59,59.06943821907044,23.167,23.272,0.0,23.4
60,60.07068347930908,23.167,23.272,0.0,23.4
61,61.07118558883667,23.314,23.273,0.0,23.4
62,62.0724458694458,23.363,23.273,0.0,23.4
63,63.07364988327026,23.216,23.274,0.0,23.4
64,64.07496571540833,23.265,23.274,0.0,23.4
65,65.07614731788635,23.314,23.275,0.0,23.4
66,66.07738828659058,23.314,23.276,0.0,23.4
67,67.0785801410675,23.412,23.276,0.0,23.4
68,68.0789840221405,23.46,23.277,0.0,23.4
69,69.07995128631592,23.216,23.277,0.0,23.4
70,70.08130717277527,23.216,23.278,0.0,23.4
71,71.08256530761719,23.314,23.279,0.0,23.4
72,72.08317160606384,23.46,23.279,0.0,23.4
73,73.08440613746643,23.265,23.28,0.0,23.4
74,74.08544635772705,23.314,23.281,0.0,23.4
75,75.08648538589478,23.363,23.281,0.0,23.4
76,76.0876898765564,23.167,23.282,0.0,23.4
77,77.0888843536377,23.265,23.283,0.0,23.4
78,78.08993291854858,23.167,23.283,0.0,23.4
79,79.0910656452179,23.265,23.284,0.0,23.4
80,80.09228348731995,23.314,23.285,0.0,23.4
81,81.09338927268982,23.069,23.285,0.0,23.4
82,82.09461712837219,23.314,23.286,0.0,23.4
83,83.09493207931519,23.216,23.287,0.0,23.4
84,84.09666323661804,23.216,23.287,0.0,23.4
85,85.09779143333435,23.118,23.288,0.0,23.4
86,86.09904217720032,23.314,23.289,0.0,23.4
87,87.09930658340454,23.314,23.29,0.0,23.4
88,88.10053634643555,23.069,23.29,0.0,23.4
89,89.10159397125244,23.363,23.291,0.0,23.4
90,90.10282826423644,23.363,23.292,0.0,23.4
91,91.10319471359252,23.363,23.292,0.0,23.4
92,92.10449409484865,23.314,23.293,0.0,23.4
93,93.10567450523376,23.412,23.294,0.0,23.4
94,94.10693264007568,23.363,23.295,0.0,23.4
95,95.10717368125916,23.412,23.295,0.0,23.4
96,96.10837817192078,23.314,23.296,0.0,23.4
97,97.10979628562929,23.069,23.297,0.0,23.4
98,98.11099600791933,23.167,23.297,0.0,23.4
99,99.11217141151428,23.412,23.298,0.0,23.4
100,100.11325645446776,23.314,23.299,0.0,23.4
101,101.11438870429993,23.363,23.299,0.0,23.4
102,102.11513781547546,23.363,23.3,0.0,23.4
103,103.11629486083984,23.216,23.301,0.0,23.4
104,104.11749076843262,23.216,23.301,0.0,23.4
105,105.11867761611938,23.363,23.302,0.0,23.4
106,106.11895179748537,23.265,23.303,0.0,23.4
107,107.12016415596008,23.363,23.303,0.0,23.4
108,108.12120723724364,23.363,23.304,0.0,23.4
109,109.122398853302,23.363,23.305,0.0,23.4
110,110.12325382232666,23.265,23.305,0.0,23.4
111,111.1244637966156,23.363,23.306,0.0,23.4
112,112.12567663192748,23.412,23.307,0.0,23.4
113,113.12668633461,23.216,23.307,0.0,23.4
114,114.12718152999878,23.363,23.308,0.0,23.4
115,115.12838077545166,23.216,23.309,0.0,23.4
116,116.12959265708923,23.265,23.309,0.0,23.4
