tiempo,temp,temp_s,sp,clft
0.0,0.28776250000000003,0.2880625,0.2875,0.0
1.0004510879516602,0.288975,0.2880375,0.2875,0.0
2.001663446426392,0.288975,0.28802500000000003,0.2875,0.0
3.0029077529907227,0.28715,0.288,0.2875,0.0
4.004180669784546,0.28836249999999997,0.2879875,0.2875,0.0
5.005402565002441,0.28776250000000003,0.2879625,0.2875,0.0
6.006705522537232,0.28836249999999997,0.28795000000000004,0.2875,0.0
7.00777792930603,0.28776250000000003,0.2879375,0.2875,0.0
8.008850812911987,0.28776250000000003,0.287925,0.2875,0.0
9.010112524032593,0.28836249999999997,0.2879125,0.2875,0.0
10.011327028274536,0.28776250000000003,0.28788749999999996,0.2875,0.0
11.012658596038818,0.28776250000000003,0.287875,0.2875,0.0
12.013906240463257,0.28776250000000003,0.2878625,0.2875,0.0
13.01512050628662,0.28715,0.28785,0.2875,0.0
14.01619577407837,0.28715,0.2878375,0.2875,0.0
15.017503261566162,0.28836249999999997,0.2878375,0.2875,0.0
16.01872754096985,0.28715,0.287825,0.2875,0.0
17.019983530044556,0.28836249999999997,0.28781249999999997,0.2875,0.0
18.02123069763184,0.28715,0.2878,0.2875,0.0
19.02250599861145,0.28715,0.2877875,0.2875,0.0
20.0237295627594,0.28836249999999997,0.287775,0.2875,0.0
21.02444314956665,0.28776250000000003,0.287775,0.2875,0.0
22.025665998458862,0.28715,0.28776250000000003,0.2875,0.0
23.02694201469421,0.28776250000000003,0.28775,0.2875,0.0
24.028188943862915,0.28776250000000003,0.28775,0.2875,0.0
25.02943515777588,0.28776250000000003,0.2877375,0.2875,0.0
26.030675172805783,0.28776250000000003,0.2877375,0.2875,0.0
27.031922817230225,0.28715,0.287725,0.2875,0.0
28.032615661621094,0.28776250000000003,0.287725,0.2875,0.0
29.03384613990784,0.28715,0.2877125,0.2875,0.0
30.03509831428528,0.28776250000000003,0.2877125,0.2875,0.0
31.03634548187256,0.28715,0.28769999999999996,0.2875,0.0
32.03763175010681,0.28836249999999997,0.28769999999999996,0.2875,0.0
33.03885555267334,0.28776250000000003,0.28769999999999996,0.2875,0.0
34.04008221626282,0.28715,0.2876875,0.2875,0.0
35.04045128822327,0.288975,0.2876875,0.2875,0.0
36.04174709320069,0.28836249999999997,0.2876875,0.2875,0.0
37.04299354553223,0.28776250000000003,0.287675,0.2875,0.0
38.04424858093262,0.28715,0.287675,0.2875,0.0
39.04546999931336,0.28776250000000003,0.287675,0.2875,0.0
40.04669451713562,0.28836249999999997,0.287675,0.2875,0.0
41.04797387123108,0.28776250000000003,0.28766250000000004,0.2875,0.0
42.04926300048828,0.28776250000000003,0.28766250000000004,0.2875,0.0
43.050508975982666,0.28776250000000003,0.28766250000000004,0.2875,0.0
44.05178952217102,0.28776250000000003,0.28766250000000004,0.2875,0.0
45.05307841300965,0.28715,0.28766250000000004,0.2875,0.0
46.05436873435974,0.28715,0.28766250000000004,0.2875,0.0
47.05561542510986,0.28776250000000003,0.28766250000000004,0.2875,0.0
48.05690240859985,0.28836249999999997,0.28766250000000004,0.2875,0.0
49.05818152427673,0.28715,0.28766250000000004,0.2875,0.0
50.05940628051758,0.28715,0.28766250000000004,0.2875,0.0
51.0606529712677,0.28836249999999997,0.28766250000000004,0.2875,0.0
52.06189799308777,0.28776250000000003,0.28766250000000004,0.2875,0.0
53.06312417984009,0.28776250000000003,0.28766250000000004,0.2875,0.0
54.064374923706055,0.28715,0.28766250000000004,0.2875,0.0
55.06459951400757,0.28836249999999997,0.28766250000000004,0.2875,0.0
56.06584572792053,0.28776250000000003,0.28766250000000004,0.2875,0.0
57.06709003448486,0.28776250000000003,0.28766250000000004,0.2875,0.0
58.06838035583496,0.28715,0.28766250000000004,0.2875,0.0
59.06963109970093,0.28715,0.28766250000000004,0.2875,0.0
60.07079434394837,0.28715,0.28766250000000004,0.2875,0.0
61.072009801864624,0.28776250000000003,0.28766250000000004,0.2875,0.0
62.07268810272217,0.28776250000000003,0.28766250000000004,0.2875,0.0
63.07301473617554,0.28776250000000003,0.28766250000000004,0.2875,0.0
64.07422614097595,0.28836249999999997,0.287675,0.2875,0.0
65.07549929618835,0.28776250000000003,0.287675,0.2875,0.0
66.07656717300415,0.288975,0.287675,0.2875,0.0
67.07779097557068,0.28836249999999997,0.287675,0.2875,0.0
68.07903099060059,0.28776250000000003,0.287675,0.2875,0.0
69.0801088809967,0.288975,0.287675,0.2875,0.0
70.08132600784302,0.28776250000000003,0.2876875,0.2875,0.0
71.08257675170898,0.28715,0.2876875,0.2875,0.0
72.08364772796631,0.28836249999999997,0.2876875,0.2875,0.0
73.08458065986633,0.28715,0.2876875,0.2875,0.0
74.08585500717163,0.28776250000000003,0.28769999999999996,0.2875,0.0
75.08705401420593,0.28776250000000003,0.28769999999999996,0.2875,0.0
